fitness,benefit,cost,litterSize,numLost,numFixed,numTotal,percentFixed
0,0.195,0.1,4,999286,4,999290,4.002842017832661e-6
0,0.195,0.1,6,1010287,3,1010290,2.969444416949589e-6
0,0.195,0.1,8,684754,4,684758,5.8414797636537284e-6
0,0.195,0.1,10,995633,5,995638,5.021905552017902e-6
0,0.196,0.1,2,1005657,10,1005667,9.943649339194782e-6
0,0.196,0.1,4,999282,8,999290,8.005684035665322e-6
0,0.196,0.1,6,1010281,9,1010290,8.908333250848766e-6
0,0.196,0.1,8,684743,7,684750,1.0222709017889742e-5
0,0.196,0.1,10,995620,10,995630,1.0043891807197453e-5
0,0.197,0.1,2,1005657,3,1005660,2.983115565897023e-6
0,0.197,0.1,4,999268,22,999290,2.2015631098079637e-5
0,0.197,0.1,6,1010266,24,1010290,2.375555533559671e-5
0,0.197,0.1,8,684730,11,684741,1.606446817117713e-5
0,0.197,0.1,10,995607,23,995630,2.3100951156554142e-5
0,0.198,0.1,2,1005657,3,1005660,2.983115565897023e-6
0,0.198,0.1,4,999222,67,999289,6.704767089400564e-5
0,0.198,0.1,6,1010220,70,1010290,6.92870363954904e-5
0,0.198,0.1,8,684701,39,684740,5.6955924876595495e-5
0,0.198,0.1,10,995586,35,995621,3.51539390993159e-5
0,0.199,0.1,2,1005633,8,1005641,7.95512513909039e-6
0,0.199,0.1,4,999124,165,999289,1.6511739847031238e-4
0,0.199,0.1,6,1010153,134,1010287,1.3263557781105766e-4
0,0.199,0.1,8,684676,64,684740,9.346613313082338e-5
0,0.199,0.1,10,995529,91,995620,9.140033346055723e-5
0,0.2,0.1,2,1005630,10,1005640,9.943916312000319e-6
0,0.2,0.1,4,998891,397,999288,3.9728286540016494e-4
0,0.2,0.1,6,1009978,297,1010275,2.9397936205488606e-4
0,0.2,0.1,8,684616,124,684740,1.810906329409703e-4
0,0.2,0.1,10,995451,161,995612,1.6170958164425498e-4
0,0.201,0.1,2,1015183,7,1015190,6.895260985628306e-6
0,0.201,0.1,4,1008189,648,1008837,6.423237847144782e-4
0,0.201,0.1,6,1019363,456,1019819,4.4713816863580695e-4
0,0.201,0.1,8,694090,210,694300,3.0246291228575543e-4
0,0.201,0.1,10,1004905,258,1005163,2.5667478806919874e-4
